AppId, UserId, TimeStamp, OnBattery, ScreenOn, BatterySaverActive, LowPowerEpochActive, Foreground, InteractivityState, Container, Committed, TimeInMSec, MeasuredBitmap, EnergyLoss, CPUEnergyConsumption, SocEnergyConsumption, DisplayEnergyConsumption, DiskEnergyConsumption, NetworkEnergyConsumption, MBBEnergyConsumption, OtherEnergyConsumption, EmiEnergyConsumption, CPUEnergyConsumptionWorkOnBehalf, CPUEnergyConsumptionAttributed, TotalEnergyConsumption
Microsoft.Windows.Search_1.14.13.19041_neutral_neutral_cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\smartscreen.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
MicrosoftWindows.Client.CBS_1000.19054.1000.0_x64__cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 53, 27, 0, 0, 332, 0, 0, 0, 0, 4, 0, 412
\Device\HarddiskVolume1\Windows\System32\SearchFilterHost.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 8, 56, 0, 0, 0, 0, 0, 0, 0, 0, 2, 64
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [WinHttpAutoProxySvc], S-1-5-19, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MsMpEng.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 95, 534, 0, 0, 106, 0, 0, 0, 0, 23, 0, 735
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [Winmgmt], S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 9, 62, 0, 0, 0, 0, 0, 0, 0, 0, 39, 71
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [netprofm], S-1-5-19, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 1, 12, 0, 0, 0, 0, 0, 0, 0, 2, 0, 13
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [Dnscache], S-1-5-20, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 9, 65, 0, 0, 0, 0, 0, 0, 0, 36, 0, 74
\Device\HarddiskVolume1\Windows\System32\SearchProtocolHost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 27, 80, 0, 0, 106, 0, 0, 0, 0, 0, 2, 213
\Device\HarddiskVolume1\Windows\System32\SearchProtocolHost.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 41, 136, 0, 0, 138, 0, 0, 0, 0, 0, 5, 315
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalSystemNetworkRestricted], S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetwork] [DPS], S-1-5-19, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 38, 71, 0, 0, 188, 0, 0, 0, 0, 0, 7, 297
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Tencent\QQProtect\Bin\QQProtect.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 7, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [DoSvc], S-1-5-20, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 18, 123, 0, 0, 0, 0, 0, 0, 0, 0, 48, 141
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [ProfSvc], S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 347, 0, 3
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [FontCache], S-1-5-19, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [LanmanWorkstation], S-1-5-20, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe, S-1-5-20, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 14, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113
\Device\HarddiskVolume1\Windows\System32\atieclxx.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 64, 433, 0, 0, 0, 0, 0, 0, 0, 0, 348, 497
\Device\HarddiskVolume1\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
\Device\HarddiskVolume1\Windows\System32\LPlatSvc.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files\Apoint2K\Apoint.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 16, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123
\Device\HarddiskVolume1\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_fce0c2dbe15e0d9a\igfxEM.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\sihost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume1\Windows\System32\svchost.exe [ClipboardSvcGroup] [cbdhsvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
\Device\HarddiskVolume1\Windows\System32\dllhost.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 2, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
\Device\HarddiskVolume1\Windows\System32\taskhostw.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume1\Windows\System32\ctfmon.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 27, 184, 0, 0, 2, 0, 0, 0, 0, 7, 7, 213
\Device\HarddiskVolume1\Windows\SysWOW64\Lenovo\PowerMgr\PowerMgr.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 7, 28, 0, 0, 20, 0, 0, 0, 0, 0, 0, 55
\Device\HarddiskVolume1\Windows\System32\svchost.exe [UnistackSvcGroup] [CDPUserSvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 9, 18, 0, 0, 48, 0, 0, 0, 0, 88, 0, 75
\Device\HarddiskVolume1\Windows\explorer.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 60005, b000000000, 139, 420, 0, 0, 507, 0, 0, 0, 0, 4, 36, 1066
\Device\HarddiskVolume1\Windows\explorer.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Focus, FALSE, TRUE, 60005, b000000000, 1247, 682, 0, 7635, 0, 0, 0, 0, 0, 2, 72, 9564
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [CDPSvc], S-1-5-19, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume1\Program Files\Apoint2K\ApMsgFwd.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 20, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [TokenBroker], S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Registry, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 120, 7, 0, 0, 796, 0, 0, 0, 0, 0, 0, 923
\Device\HarddiskVolume1\Program Files\Apoint2K\ApntEx.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 70, 467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 537
\Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 82, 45, 0, 0, 505, 0, 0, 0, 0, 1, 0, 632
\Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-18, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-20, 2024-03-16:13:02:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60005, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 39, 0, 4
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetworkFirewall], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Foxit\Foxit PDF Reader\FoxitPDFReaderUpdateService.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 38, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 297
\Device\HarddiskVolume1\Windows\System32\svchost.exe [RPCSS], S-1-5-20, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [nsi], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [EventLog], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 25, 1, 0, 0, 166, 0, 0, 0, 0, 0, 0, 192
Unknown, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 0, b000000000, 567883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 567883
\Device\HarddiskVolume1\Windows\System32\csrss.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 32574, b000000000, 13, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102
\Device\HarddiskVolume5\PanGPS.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 2, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
\Device\HarddiskVolume1\Windows\System32\msdtc.exe, S-1-5-20, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [Dhcp], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume1\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 84, 206, 0, 0, 358, 0, 0, 0, 0, 0, 65, 648
\Device\HarddiskVolume1\Windows\System32\svchost.exe [DcomLaunch], S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 3, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [NlaSvc], S-1-5-20, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 3, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetwork], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
System Interrupts, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 72, 280, 206, 0, 0, 0, 0, 0, 0, 0, 0, 558
\Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Spotify\Spotify.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 32574, b000000000, 325, 405, 0, 0, 1478, 289, 0, 0, 0, 0, 6, 2497
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceAndNoImpersonation] [SSDPSRV], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files\Google\Chrome\Application\chrome.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 32574, b000000000, 692, 1116, 0, 0, 2091, 1408, 0, 0, 0, 0, 3, 5307
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [BthAvctpSvc], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [lfsvc], S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [IKEEXT], S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 2, 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [wlidsvc], S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume5\PanGPA.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [WdiSystemHost], S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 46, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 356
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Tencent\QQProtect\Bin\QQProtect.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 3, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27
\Device\HarddiskVolume1\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe, S-1-5-20, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 7, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59
\Device\HarddiskVolume1\Windows\System32\atieclxx.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files\Apoint2K\Apoint.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 11, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85
\Device\HarddiskVolume1\Windows\System32\svchost.exe [UnistackSvcGroup] [CDPUserSvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\dwm.exe, S-1-5-90-0-1, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 32574, b000000000, 29, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227
System, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 1235, 228, 0, 0, 5753, 2259, 0, 0, 0, 17, 13, 9475
\Device\HarddiskVolume1\Program Files\Apoint2K\ApMsgFwd.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 2, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
\Device\HarddiskVolume1\Windows\System32\conhost.exe, S-1-5-20, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 32574, b000000000, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
\Device\HarddiskVolume1\Windows\System32\conhost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Focus, FALSE, TRUE, 32574, b000000000, 14606, 216, 0, 97162, 0, 0, 0, 0, 0, 9, 4, 111984
\Device\HarddiskVolume1\Windows\System32\lsass.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume1\Windows\System32\services.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 17, 117, 0, 0, 0, 0, 0, 0, 0, 19, 0, 134
\Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
\Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-20, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 38, 0, 3
Registry, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 77, 1, 0, 0, 517, 0, 0, 0, 0, 0, 0, 595
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [CDPSvc], S-1-5-19, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\fontdrvhost.exe, S-1-5-96-0-1, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 69, 1, 0, 0, 463, 0, 0, 0, 0, 3, 0, 533
\Device\HarddiskVolume1\Windows\explorer.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 32574, b000000000, 8, 59, 0, 0, 0, 0, 0, 0, 0, 3, 0, 67
\Device\HarddiskVolume1\Windows\SysWOW64\Lenovo\PowerMgr\PowerMgr.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 4, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
\Device\HarddiskVolume1\Windows\System32\ctfmon.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 35, 237, 0, 0, 0, 0, 0, 0, 0, 1, 9, 272
\Device\HarddiskVolume1\Windows\System32\dllhost.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
\Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MsMpEng.exe, S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 37, 250, 0, 0, 0, 0, 0, 0, 0, 60, 0, 287
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [Winmgmt], S-1-5-18, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 8, 57, 0, 0, 0, 0, 0, 0, 0, 0, 39, 65
\Device\HarddiskVolume1\Windows\System32\svchost.exe [ClipboardSvcGroup] [cbdhsvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:13:03:00.0000, TRUE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 32574, b000000000, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
